timestamp_s,dest
0.004362,172
0.004364,172
0.004382,172
0.004396,172
0.004464,172
0.004474,172
0.004489,172
0.004643,172
0.004645,172
0.004648,172
0.004656,172
0.004684,1739
0.004706,1739
0.004729,172
0.004761,172
0.004774,1739
0.004790,1739
0.004874,1739
0.004928,172
0.004962,1739
0.004976,172
0.005000,172
0.005014,1739
0.005018,1739
0.005033,1739
0.005033,1739
0.005047,1739
0.005078,172
0.005081,1739
0.005093,1739
0.005098,1739
0.005111,1739
0.005118,172
0.005135,1739
0.005156,172
0.005193,1739
0.005206,1739
0.005223,172
0.005247,172
0.005247,172
0.005269,1739
0.005270,172
0.005290,1739
0.005292,1739
0.005292,172
0.005302,172
0.005304,1739
0.005313,1739
0.005316,1739
0.005316,1739
0.005339,1739
0.005384,1739
0.005403,172
0.005426,172
0.005438,1739
0.005452,1739
0.005463,1739
0.005466,1739
0.005484,1739
0.005490,1739
0.005491,172
0.005511,1739
0.005526,1739
0.005530,1739
0.005540,1739
0.005564,172
0.005574,1739
0.005583,1739
0.005590,172
0.005626,172
0.005626,1739
0.005630,172
0.005634,1739
0.005636,1739
0.005678,172
0.005722,172
0.005761,1739
0.005769,1739
0.005773,172
0.005776,1739
0.005786,172
0.005796,172
0.005806,1739
0.005810,1739
0.005813,1739
0.005815,1739
0.005816,172
0.005823,172
0.005827,1739
0.005872,1739
0.005874,172
0.005887,172
0.005910,1739
0.005916,1739
0.005960,172
0.005963,1739
0.005965,172
0.005977,1739
0.006072,172
0.006082,1739
0.006116,1739
0.006152,1739
0.006180,1739
0.006197,1739
0.006203,1739
0.006218,1739
0.006271,172
0.006277,1739
0.006282,172
0.006284,1739
0.006329,1739
0.006361,172
0.006371,1739
0.006373,1739
0.006399,172
0.006400,1739
0.006425,172
0.006443,1739
0.006498,172
0.006498,1739
0.006504,172
0.006534,172
0.006541,1739
0.006541,1739
0.006552,1739
0.006565,172
0.006571,172
0.006575,172
0.006585,172
0.006593,1739
0.006632,1739
0.006637,172
0.006637,1739
0.006642,172
0.006674,172
0.006700,1739
0.006707,1739
0.006721,1739
0.006721,1739
0.006733,172
0.006744,1739
0.006745,172
0.006763,1739
0.006773,1739
0.006792,1739
0.006808,1739
0.006815,1739
0.006852,172
0.006879,172
0.006892,172
0.006895,172
0.006900,172
0.006922,1739
0.006965,1739
0.006987,172
0.007010,172
0.007019,1739
0.007019,1739
0.007036,172
0.007043,1739
0.007060,172
0.007078,1739
0.007121,172
0.007145,1739
0.007153,172
0.007159,1739
0.007162,172
0.007167,1739
0.007178,1739
0.007182,172
0.007198,1739
0.007219,172
0.007221,1739
0.007223,172
0.007234,172
0.007239,1739
0.007249,172
0.007252,1739
0.007261,172
0.007272,1739
0.007290,1739
0.007292,1739
0.007328,172
0.007416,1739
0.007427,1739
0.007438,1739
0.007446,1739
0.007474,1739
0.007495,1739
0.007510,1739
0.007554,1739
0.007556,1739
0.007598,1739
0.007617,1739
0.007642,172
0.007673,1739
0.007703,1739
0.007705,1739
0.007708,1739
0.007730,1739
0.007753,1739
0.007765,1739
0.007769,1739
0.007787,1739
0.007802,1739
0.007805,1739
0.007806,1739
0.007807,1739
0.007813,1739
0.007830,1739
0.007831,1739
0.007860,1739
0.007872,1739
