timestamp_s,dest
0.011097,46040371
0.011099,46040371
0.011099,46040371
0.011102,46040371
0.011103,46040371
0.011107,46040371
0.011107,46040371
0.011108,46040371
0.011109,46040371
0.011115,46040371
0.011116,46040371
0.011123,46040371
0.011124,46040371
0.011131,46040371
0.011133,46040371
0.011135,46040371
0.011136,46040371
0.011144,46040371
0.011146,46040371
0.011151,46040371
0.011153,46040371
0.011154,46040371
0.011155,46040371
0.011157,46040371
0.011158,46040371
0.011159,46040371
0.011161,46040371
0.011164,46040371
0.011165,46040371
0.011166,46040371
0.011167,46040371
0.011171,46040371
0.011171,46040371
0.011174,46040371
0.011176,46040371
0.011178,46040371
0.011184,46040371
0.011184,46040371
0.011186,46040371
0.011188,46040371
0.011190,46040371
0.011191,46040371
0.011192,46040371
0.011193,46040371
0.011194,46040371
0.011195,46040371
0.011195,46040371
0.011199,46040371
0.011201,46040371
0.011206,46040371
0.011208,46040371
0.011208,46040371
0.011213,46040371
0.011213,46040371
0.011216,46040371
0.011217,46040371
0.011218,46040371
0.011221,46040371
0.011227,46040371
0.011232,46040371
0.011234,46040371
0.011240,46040371
0.011246,46040371
0.011248,46040371
0.011252,46040371
0.011256,46040371
0.011256,46040371
0.011256,46040371
0.011257,46040371
0.011262,46040371
0.011264,46040371
0.011264,46040371
0.011264,46040371
0.011264,46040371
0.011267,46040371
0.011270,46040371
0.011274,46040371
0.011276,46040371
0.011279,46040371
0.011281,46040371
0.011282,46040371
0.011287,46040371
0.011292,46040371
0.011297,46040371
0.011298,46040371
0.011298,46040371
0.011298,46040371
0.011307,46040371
0.011313,46040371
0.011315,46040371
0.011315,46040371
0.011317,46040371
0.011324,46040371
0.011325,46040371
0.011334,46040371
0.011341,46040371
0.011347,46040371
0.011349,46040371
0.011351,46040371
0.011356,46040371
0.011363,46040371
0.011363,46040371
0.011373,46040371
0.011374,46040371
0.011375,46040371
0.011376,46040371
0.011382,46040371
0.011383,46040371
0.011394,46040371
0.011395,46040371
0.011395,46040371
0.011396,46040371
0.011399,46040371
0.011401,46040371
0.011407,46040371
0.011407,46040371
0.011408,46040371
0.011410,46040371
0.011418,46040371
0.011418,46040371
0.011421,46040371
0.011423,46040371
0.011426,46040371
0.011429,46040371
0.011429,46040371
0.011435,46040371
0.011439,46040371
0.011442,46040371
0.011443,46040371
0.011444,46040371
0.011449,46040371
0.011450,46040371
0.011456,46040371
0.011459,46040371
0.011462,46040371
0.011463,46040371
0.011465,46040371
0.011465,46040371
0.011470,46040371
0.011471,46040371
0.011473,46040371
0.011477,46040371
0.011478,46040371
0.011492,46040371
0.011493,46040371
0.011493,46040371
0.011494,46040371
0.011495,46040371
0.011495,46040371
0.011495,46040371
0.011497,46040371
0.011498,46040371
0.011499,46040371
0.011499,46040371
0.011500,46040371
0.011502,46040371
0.011508,46040371
0.011509,46040371
0.011511,46040371
0.015380,72858183
0.015381,72858183
0.015381,72858183
0.015382,72858183
0.015383,72858183
0.015383,72858183
0.015387,72858183
0.015388,72858183
0.015389,72858183
0.015391,72858183
0.015391,72858183
0.015393,72858183
0.015395,72858183
0.015395,72858183
0.015398,72858183
0.015399,72858183
0.015404,72858183
0.015406,72858183
0.015409,72858183
0.015413,72858183
0.015414,72858183
0.015416,72858183
0.015416,72858183
0.015416,72858183
0.015420,72858183
0.015424,72858183
0.015424,72858183
0.015426,72858183
0.015426,72858183
0.015433,72858183
0.015440,72858183
0.015441,72858183
0.015442,72858183
0.015444,72858183
0.015445,72858183
0.015446,72858183
0.015446,72858183
0.015447,72858183
0.015448,72858183
0.015450,72858183
0.015452,72858183
0.015452,72858183
0.015453,72858183
0.015453,72858183
0.015455,72858183
0.015456,72858183
0.015456,72858183
0.015457,72858183
0.015463,72858183
0.015465,72858183
0.015465,72858183
0.015468,72858183
0.015469,72858183
0.015469,72858183
0.015472,72858183
0.015482,72858183
0.015482,72858183
0.015482,72858183
0.015483,72858183
0.015484,72858183
0.015485,72858183
0.015486,72858183
0.015490,72858183
0.015496,72858183
0.015496,72858183
0.015499,72858183
0.015502,72858183
0.015503,72858183
0.015505,72858183
0.015508,72858183
0.015512,72858183
0.015513,72858183
0.015518,72858183
0.015519,72858183
0.015521,72858183
0.015522,72858183
0.015523,72858183
0.015524,72858183
0.015526,72858183
0.015526,72858183
0.015528,72858183
0.015534,72858183
0.015535,72858183
0.015536,72858183
0.015537,72858183
0.015546,72858183
0.015546,72858183
0.015547,72858183
0.015551,72858183
0.015552,72858183
0.015553,72858183
0.015554,72858183
0.015555,72858183
0.015556,72858183
0.015556,72858183
0.015559,72858183
0.015562,72858183
0.015564,72858183
0.015565,72858183
0.015569,72858183
0.015570,72858183
0.015571,72858183
0.015574,72858183
0.015576,72858183
0.015576,72858183
0.015576,72858183
0.015577,72858183
0.015578,72858183
0.015578,72858183
0.015580,72858183
0.015582,72858183
0.015583,72858183
0.015586,72858183
0.015587,72858183
0.015589,72858183
0.015592,72858183
0.015593,72858183
0.015594,72858183
0.015594,72858183
0.015594,72858183
0.015595,72858183
0.015596,72858183
0.015597,72858183
0.015599,72858183
0.015603,72858183
0.015605,72858183
0.015607,72858183
0.015608,72858183
0.015608,72858183
0.015609,72858183
0.015610,72858183
0.015611,72858183
0.015611,72858183
0.015611,72858183
0.015615,72858183
0.015616,72858183
0.015618,72858183
0.015618,72858183
0.015618,72858183
0.015620,72858183
0.015620,72858183
0.015624,72858183
0.015627,72858183
0.015627,72858183
0.015630,72858183
0.015631,72858183
0.015631,72858183
0.015634,72858183
0.015639,72858183
0.015642,72858183
0.015643,72858183
0.015643,72858183
0.015643,72858183
0.015647,72858183
0.015648,72858183
0.015650,72858183
0.015651,72858183
0.015651,72858183
0.015651,72858183
0.017645,96273240
0.017645,96273240
0.017646,96273240
0.017646,96273240
0.017649,96273240
0.017650,96273240
0.017651,96273240
0.017652,96273240
0.017657,96273240
0.017658,96273240
0.017658,96273240
0.017658,96273240
0.017659,96273240
0.017659,96273240
0.017659,96273240
0.017659,96273240
0.017660,96273240
0.017661,96273240
0.017661,96273240
0.017661,96273240
0.017661,96273240
0.017663,96273240
0.017664,96273240
0.017665,96273240
0.017665,96273240
0.017666,96273240
0.017666,96273240
0.017667,96273240
0.017667,96273240
0.017670,96273240
0.017670,96273240
0.017670,96273240
0.017674,96273240
0.017677,96273240
0.017679,96273240
0.021823,88079269
0.021824,88079269
0.021826,88079269
0.021827,88079269
0.021827,88079269
0.021829,88079269
0.021830,88079269
0.021830,88079269
0.021830,88079269
0.021832,88079269
0.021833,88079269
0.021835,88079269
0.021835,88079269
0.021836,88079269
0.021841,88079269
0.021841,88079269
0.021843,88079269
0.021844,88079269
0.021846,88079269
0.021851,88079269
0.021852,88079269
0.021854,88079269
0.021856,88079269
0.021857,88079269
0.021857,88079269
0.021862,88079269
0.021863,88079269
0.021863,88079269
0.021864,88079269
0.021864,88079269
0.021868,88079269
0.021869,88079269
0.021872,88079269
0.021873,88079269
0.021873,88079269
0.021874,88079269
0.021875,88079269
0.021879,88079269
0.021879,88079269
0.021879,88079269
0.021881,88079269
0.021883,88079269
0.021883,88079269
0.021885,88079269
0.021886,88079269
0.021888,88079269
0.021891,88079269
0.021891,88079269
0.021892,88079269
0.021892,88079269
0.021898,88079269
0.021899,88079269
0.021900,88079269
0.021902,88079269
0.021905,88079269
0.021905,88079269
0.021912,88079269
0.021917,88079269
0.021917,88079269
0.021919,88079269
0.021926,88079269
0.021926,88079269
0.021927,88079269
0.021931,88079269
0.021933,88079269
0.021933,88079269
0.021936,88079269
0.021939,88079269
0.021939,88079269
0.021941,88079269
0.021941,88079269
0.021941,88079269
0.021943,88079269
0.021948,88079269
0.021948,88079269
0.021950,88079269
0.021952,88079269
0.021952,88079269
0.021953,88079269
0.021955,88079269
0.021958,88079269
0.021960,88079269
0.021961,88079269
0.021963,88079269
0.021963,88079269
0.021965,88079269
0.021966,88079269
0.021968,88079269
0.021969,88079269
0.021970,88079269
0.021972,88079269
0.021973,88079269
0.021975,88079269
0.021975,88079269
0.021978,88079269
0.021979,88079269
0.021982,88079269
0.021984,88079269
0.021985,88079269
0.021987,88079269
0.021987,88079269
0.021989,88079269
0.021989,88079269
0.021990,88079269
0.021990,88079269
0.021992,88079269
0.021993,88079269
0.021995,88079269
0.021997,88079269
0.021999,88079269
0.021999,88079269
0.022000,88079269
0.022004,88079269
0.022005,88079269
0.022005,88079269
0.022010,88079269
0.022013,88079269
0.022015,88079269
0.022015,88079269
0.022016,88079269
0.022021,88079269
0.022022,88079269
0.022023,88079269
0.022024,88079269
0.022026,88079269
0.022027,88079269
0.022028,88079269
0.022028,88079269
0.022033,88079269
0.022033,88079269
0.022038,88079269
0.022045,88079269
0.022046,88079269
0.022047,88079269
0.022049,88079269
0.022049,88079269
0.022050,88079269
0.022051,88079269
0.022051,88079269
0.022065,88079269
0.022066,88079269
0.022069,88079269
0.022073,88079269
0.022074,88079269
0.022074,88079269
0.022081,88079269
0.022081,88079269
0.022082,88079269
0.022084,88079269
0.022085,88079269
0.022088,88079269
0.022095,88079269
0.022096,88079269
0.022099,88079269
0.022099,88079269
0.022100,88079269
0.022100,88079269
